# SPARTA_BEAM_MAPPING v1
# title: BEAM_FINAL_QUAD_REV4_BEAM
# sparta_boundary_nodes: 408

# SECTION NODE_PROJECTIONS
# sparta_node_id  beam_elem  xi  gap_x  gap_y  active_flag
111 38 0.6000000000 1.0000000000e-02 0.0000000000e+00 1
112 38 0.4000000000 1.0000000000e-02 0.0000000000e+00 1
113 38 0.2000000000 1.0000000000e-02 0.0000000000e+00 1
114 37 1.0000000000 1.0000000000e-02 1.3872236693e-13 1
115 37 0.8000000000 1.0000000000e-02 0.0000000000e+00 1
116 37 0.6000000000 1.0000000000e-02 0.0000000000e+00 1
117 37 0.4000000000 1.0000000000e-02 0.0000000000e+00 1
118 37 0.2000000000 1.0000000000e-02 0.0000000000e+00 1
119 36 1.0000000000 1.0000000000e-02 2.0800028366e-13 1
120 36 0.8000000000 1.0000000000e-02 0.0000000000e+00 1
121 36 0.6000000000 1.0000000000e-02 0.0000000000e+00 1
122 36 0.4000000000 1.0000000000e-02 0.0000000000e+00 1
123 36 0.2000000000 1.0000000000e-02 0.0000000000e+00 1
124 35 1.0000000000 1.0000000000e-02 2.7738922270e-13 1
125 35 0.8000000000 1.0000000000e-02 0.0000000000e+00 1
126 35 0.6000000000 1.0000000000e-02 0.0000000000e+00 1
127 35 0.4000000000 1.0000000000e-02 0.0000000000e+00 1
128 35 0.2000000000 1.0000000000e-02 0.0000000000e+00 1
129 34 1.0000000000 1.0000000000e-02 3.4672265059e-13 1
130 34 0.8000000000 1.0000000000e-02 0.0000000000e+00 1
131 34 0.6000000000 1.0000000000e-02 0.0000000000e+00 1
132 34 0.4000000000 1.0000000000e-02 0.0000000000e+00 1
133 34 0.2000000000 1.0000000000e-02 0.0000000000e+00 1
134 33 1.0000000000 1.0000000000e-02 4.1611158963e-13 1
135 33 0.8000000000 1.0000000000e-02 0.0000000000e+00 1
136 33 0.6000000000 1.0000000000e-02 0.0000000000e+00 1
137 33 0.4000000000 1.0000000000e-02 0.0000000000e+00 1
138 33 0.2000000000 1.0000000000e-02 0.0000000000e+00 1
139 32 1.0000000000 1.0000000000e-02 4.8550052867e-13 1
140 32 0.8000000000 1.0000000000e-02 0.0000000000e+00 1
141 32 0.6000000000 1.0000000000e-02 0.0000000000e+00 1
142 32 0.4000000000 1.0000000000e-02 0.0000000000e+00 1
143 32 0.2000000000 1.0000000000e-02 0.0000000000e+00 1
144 31 1.0000000000 1.0000000000e-02 5.5477844541e-13 1
145 31 0.8000000000 1.0000000000e-02 0.0000000000e+00 1
146 31 0.6000000000 1.0000000000e-02 0.0000000000e+00 1
147 31 0.4000000000 1.0000000000e-02 0.0000000000e+00 1
148 31 0.2000000000 1.0000000000e-02 0.0000000000e+00 1
149 30 1.0000000000 1.0000000000e-02 6.2411187329e-13 1
150 30 0.8000000000 1.0000000000e-02 0.0000000000e+00 1
151 30 0.6000000000 1.0000000000e-02 0.0000000000e+00 1
152 30 0.4000000000 1.0000000000e-02 0.0000000000e+00 1
